1011004007,家用电器|个护保健|按摩椅,台湾必翔电动代步车TE-889XLFC型 豪华加速款 外壳防水 防锈 特殊防震设计 老人/残疾人代步车,其他 > 其他,亚马逊(卓越网),必翔
1011004007,家用电器|个护保健|按摩椅,优芬 折叠多功能人字扶梯 钢管四步梯子 红色4步,所有分类>家居家纺、锅具餐具>家具家装>五金工具>家用梯>优芬>优芬 折叠多功能人字...,1号店,优芬1011003023
1011004007,家用电器|个护保健|按摩椅,台湾督洋 TC-330多功能按摩椅颈肩腰椎背部加热功能家用电动全身按摩椅,生活电器 厨卫电器>按摩椅>督洋>台湾督洋 TC-330多功能按摩椅颈肩腰椎背部加热功能家用电动全身按摩椅,国美电器网上商城,督洋							
1011004007,家用电器|个护保健|按摩椅,HONZE亨正 欧式豪华多功能防盗锁 精铸不锈钢大门锁 青古铜色*单开门双把手 门厚35-55mm,家装建材>五金工具>锁具>亨正（HONZE）>HONZE亨正 欧式豪华多功能防盗锁 精...,京东商城,亨正门锁旗舰店						1019007014	家居家装|建材|门用配件
1011004007,家用电器|个护保健|按摩椅,继红 家用多功能急救箱,家居建材 > 家装软饰 > 继红,国美电器网上商城,$N						1019003001	家居家装|生活日用|收纳用品
1011004007,家用电器|个护保健|按摩椅,必艾奇（BH）MB1000 欧洲名品 酸痛侦测功能 零重力 按摩椅（酒红色）,家用电器>个护健康>按摩椅>BH>必艾奇（BH）MB1000 欧洲名品 酸...,京东商城,BH健康电器专卖店							
1011004007,家用电器|个护保健|按摩椅,BROTHER 兄弟牌 WL-6300 家用电动豪华气囊按摩椅,个护健康 > 按摩器械 > 按摩椅,亚马逊(卓越网),BROTHER 兄弟							
1011004007,家用电器|个护保健|按摩椅,艾威健身车 BC6810 豪华磁控健身车 立式车家用,运动户外?>?健身器械?>?健身车?>?商品详情,当当网,Evere/艾威							
1011004007,家用电器|个护保健|按摩椅,KUS 韩国智能3D零重力太空舱按摩椅 超豪华 AMY-880,所有分类>运动户外>运动器材>踏步机/中小型健身器材>按摩器件>KUS,1号店,按摩器件							
1011004007,家用电器|个护保健|按摩椅,荣泰RT8300按摩椅(梦の静)灰色(厂家带货直送),个护健康 > 按摩器械 > 按摩椅,亚马逊(卓越网),荣泰							
1011004007,家用电器|个护保健|按摩椅,KGC 瑞士卡杰诗 新O3 3D零重力豪华太空舱全身家用按摩椅沙发 宝石红,家用电器>个护健康>按摩椅>KGC>KGC 瑞士卡杰诗 新O3 3D零重力豪...,京东商城,KGC官方旗舰店							
1011004007,家用电器|个护保健|按摩椅,大型多功能健身器材力量综合训练器械 家用单人站组合健身房BL-2,运动户外?>?健身器械?>?多功能器材?>?大型多功能健身器材力量综合训练器械?家用单人站组合健身房BL-2,当当网,伯 郎						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,BH家用电动跑步机G661豪华家用电动跑步机 银色,首页>运动户外>体育休闲>健身器材>BH家用电动跑步机G661豪华家用电...,苏宁,$N						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,多功能臂力器 臂力棒 腕力器 扩胸器 家用健身器材 30公斤,运动健康>运动器械>运动器材>正步>多功能臂力器 臂力棒 腕力器 扩胸器 家...,京东商城,正步运动旗舰店						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,健腹轮收腹健身滚轮滑轮锻炼练腹肌俯卧撑轮健身器材家用 绿色豪华稳定款15.5带辅助绳,运动户外>健身训练>其他中小型器材> 赫朗>健腹轮收腹健身滚轮滑轮锻炼练腹肌俯卧撑轮...,京东商城,德铭运动健康专营店						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,佳仁 JR-988-5 豪华全身多功能按摩椅 零重力按摩椅,首页>厨卫电器生活电器>个护健康>电动按摩椅/沙发>佳仁JR-988-5豪华全身多功...,苏宁,佳仁(JARE)							
1011004007,家用电器|个护保健|按摩椅,Ocim 升级版 豪华温玉理疗按摩床 电动升降 数码显示 玉石 全身按摩,所有分类>大小家电、厨电、汽车>个护健康>其它个护健康>Ocim>Ocim 升级版 豪...,1号店,Ocim							
1011004007,家用电器|个护保健|按摩椅,炫梦奇童车带储物篮 安全防护 脚踏车 后推杆三档调节 多功能四合一伞车三轮童车 (宝蓝豪华款),玩具 > 运动户外 > 龙板、滑板,亚马逊(卓越网),炫梦奇						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,KUS 韩国KUS豪华版家用电动音乐按摩椅,首页?>?.KUS运动器材专场?>?韩国KUS豪华版家用电动音乐按摩椅,唯品会,无							
1011004007,家用电器|个护保健|按摩椅,佰旗 太空舱多功能皮艺沙发 小户型现代客厅 单人位躺椅8217包顺丰,$N,亚马逊(卓越网),佰旗							
1011004007,家用电器|个护保健|按摩椅,奥美特豪华按摩椅AM-988C(限北京区域销售,厂家带货直送）,个护健康 > 按摩器械 > 按摩椅,亚马逊(卓越网)
1011004007,家用电器|个护保健|按摩椅,佳朗(GarLand)GL-816按摩椅(咖啡色),当当网 > 家用电器 > 个人护理 > 按摩保健,当当网,佳朗							
1011004007,家用电器|个护保健|按摩椅,奥玛OMA-1700CAM多功能豪华跑步机 双层跑板 防静电 超低噪音,运动健康>运动器械>健身器械>奥玛OMA-1700CAM多功能豪华跑步...,京东商城,舒体健身器材专营店						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,KASRROW/凯仕乐（国际品牌）普罗米修斯KSR-K6668 华多功能按摩椅   包邮,营养/保健/成人?>?健康器械?>?按摩椅?>?商品详情,当当网,凯仕乐							
1011004007,家用电器|个护保健|按摩椅,亨得 HD-8006 零重力太空舱按摩椅 家用豪华按摩椅 （土豪黄紫）,个护健康 > 按摩器械 > 按摩椅,亚马逊(卓越网),亨得							
1011004007,家用电器|个护保健|按摩椅,凯速 820D 家用多功能跑步机 音乐扭腰仰卧起坐 电动健身器材 高贵灰色红色,所有分类>运动户外>运动器材>跑步机/大型健身器械>跑步机>凯速>凯速 820D 家用...,1号店,凯速						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,正品 康强 BK-218 家用健身器材 综合训练器 单人站 多功能 综合训练器,运动户外休闲 > 健身、训练 > 力量训练器械 > 家庭综合健身机,亚马逊(卓越网),淄博康强运动器材有限公司						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,圣诞狂欢季 我爱健身4500M豪华多功能音乐智能电动跑步机 家用正品超静音 轻商用,运动健康>运动器械>健身器械>我爱健身（5AFIT）>圣诞狂欢季 我爱健身4500M豪华多功能...,京东商城,我爱健身旗舰店						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,折叠 多功能仰卧板 仰卧起坐健身器材 家用锻炼腹肌健身板,运动户外 > 健身器械 > 仰卧板,当当网,苍山d						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,稻田拥抱体感椅HCP-N333(白),首页>厨卫电器生活电器>个护健康>电动按摩椅/沙发>稻田拥抱体感椅HCP-N333(白),苏宁,$N							
1011004007,家用电器|个护保健|按摩椅,盛步 豪华家用健腹仰卧板 多功能收腹健腹板仰卧起坐板带拉力器 健身训练收腹机 健腹机K03 黑色,运动户外>健身训练>仰卧板/收腹机>盛步（Shengbu）>盛步 豪华家用健腹仰卧板 多功能收腹健腹...,京东商城,越驰运动专营店						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,艾力斯特（iRest） SL-A31-2 慕贤按摩椅（米色）,家用电器>个护健康>按摩椅>艾力斯特（Irest）>艾力斯特SL-A31-2,京东商城,艾力斯特（Irest）							
1011004007,家用电器|个护保健|按摩椅,松下（Panasonic）按摩椅EP-MA03(红色),生活电器 厨卫电器>按摩器>松下（Panasonic）>松下（Panasonic）按摩椅EP-MA03(红色),国美,松下俏慧专营店							
1011004007,家用电器|个护保健|按摩椅,凯仕乐（Kasrrow）维多利亚KSR-388豪华多功能按摩椅 红色,生活电器 厨卫电器>按摩椅>凯仕乐（Kasrrow）>凯仕乐（Kasrrow）维多利亚KSR-388豪华多功能按摩椅 红色,国美,凯仕乐（Kasrrow）							
1011004007,家用电器|个护保健|按摩椅,家用多功能楼梯凳 书房楼梯+凳子相结合 图书馆 实验室 安装必备 竹本色,首页>家居/家装建材/厨具>家具>书房家具>家用多功能楼梯凳书房楼梯+凳子相结...,苏宁,$N							
1011004007,家用电器|个护保健|按摩椅,松下（Panasonic） EP-MA70K 按摩椅,首页 >健康电器 >按摩椅 >松下（Panasonic） >EP-MA70K,易迅网,Panasonic/松下							
1011004007,家用电器|个护保健|按摩椅,阿诺德 加长多功能豪华健腹板仰卧板 经典黑色款,运动户外休闲 > 运动迷用品 > 运动器材,亚马逊(卓越网),阿诺德						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,美国SKIP HOP豪华时尚多功能妈咪包防水收纳袋 缤纷樱花花丛,母婴>妈妈专区>包/背婴带>SKIP HOP>美国SKIP HOP豪华时尚多功能妈咪包...,京东商城,汤团妈妈						1015008015	母婴童|妈妈专区|妈咪包
1011004007,家用电器|个护保健|按摩椅,优芬 折叠多功能人字扶梯 钢管四步梯子 红色4步,所有分类>家居家纺、锅具餐具>家具家装>五金工具>家用梯>优芬>优芬 折叠多功能人字...,1号店,优芬						1019007016	家居家装|建材|劳保用品
1011004007,家用电器|个护保健|按摩椅,香港荣耀按摩椅/豪华多功能按摩椅R3180,当当网 > 营养/保健/成人 > 居家理疗 > 按摩保健,当当网,$N							
1011004007,家用电器|个护保健|按摩椅,樱花YH-89 5寸 纯铜/轴承/静音合页/青古铜/亮金/豪华高档/单片 HB黄古铜,家装建材>五金工具>家用五金> 樱花（Y-hua）>樱花YH-89 5寸 纯铜/轴承/静音合...,京东商城,樱花官方旗舰店						1019007014	家居家装|建材|门用配件
1011004007,家用电器|个护保健|按摩椅,9点（JIUDIAN）912热敷多功能全身按摩椅太空舱 烟灰色,家用电器>个护健康>按摩椅>9点（JIUDIAN）>9点（JIUDIAN）912热敷多功能全...,京东商城,9点京东旗舰店							
1011004007,家用电器|个护保健|按摩椅,【劲爆新款--新品上市】 冠益名GYM 高档电脑转椅 人体工学椅-87179A 【包邮+返现金10元】 进口网布办公椅 ( 新款独家专利 | PU皮、多功能扶手 | 加厚海绵坐垫 | 140°舒适后仰 | 逍遥舒适后仰 | 豪华霸气 )【全国包邮】 (乐享版),购买由 冠益名家居旗舰店 【双十二促销】 提供的符合条件商品超过1件，您将立即获得减免￥10.00的优惠。 如何获得促销优惠 (促销说明). 点此查看如何获得促销优惠 (促销说明),亚马逊(卓越网),冠益名家居							
1011004007,家用电器|个护保健|按摩椅,康福浪漫 超豪华美式乳胶电动床 内置按摩功能 顶级乳胶电动床(150*200),家具>床>康福浪漫床>康福浪漫 超豪华美式乳胶电动床 内置按摩功能 顶级乳胶电动床(150*200),国美,康福浪漫床							
1011004007,家用电器|个护保健|按摩椅,汇祥 SP0816A 带坡度升降 豪华家用型电动跑步机,运动户外休闲 > 健身、训练 > 有氧健身器械 > 跑步机,亚马逊(卓越网),汇祥						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,台湾辉叶105家用电动按摩椅 全身按摩零重力太空舱按摩沙发 丁香紫,家用电器>个护健康>按摩椅> 辉叶（HUEI YEH）>台湾辉叶105家用电动按摩椅 全身按摩零...,京东商城,辉叶旗舰店							
1011004007,家用电器|个护保健|按摩椅,艾力斯特全身家用豪华智能电动按摩椅 家居款 WH100黑色,家用电器>个护健康>按摩椅> 艾力斯特（Irest）>艾力斯特全身家用豪华智能电动按摩椅 家居...,京东商城,irest艾力斯特官方旗舰店							
1011004007,家用电器|个护保健|按摩椅,怡禾康YH-9300零重力豪华按摩椅,首页>厨卫电器生活电器>个护健康>电动按摩椅/沙发>怡禾康YH-9300零重力豪华按摩椅,苏宁,怡禾康							
1011004007,家用电器|个护保健|按摩椅,盛步 多功能仰卧板 仰卧起坐板腹肌板 健身训练健腹板 瘦腰收腹腹肌板 家用减肥健身板K09,运动户外休闲 > 健身、训练 > 力量训练器械 > 腰腹板、健身凳,亚马逊(卓越网),盛步						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,孚特系列家用多功能绞肉机,首页?>?易生活Liveasy&维宜卡Vigar家居专场?>?孚特系列家用多功能绞肉机,唯品会,无						1011003034	家用电器|厨房电器|绞肉机、碎肉宝
1011004007,家用电器|个护保健|按摩椅,兴达 欧式轻型豪华窗帘单轨3.5米 窗帘杆 窗帘轨道/滑轨/滑道,家装建材?>?五金工具?>?家用五金?>?商品详情,当当网,兴达						1019001012	家居家装|家纺|窗帘、窗纱、门帘
1011004007,家用电器|个护保健|按摩椅,居康（JUFIT）003TM1升级款家用多功能电动双层可折叠跑步机 有氧运动器材健身器材 红色,运动健康>运动器械>健身器械>居康（jufit）>居康（JUFIT）003TM1升级款家用...,京东商城,居菲特品牌运动专营店						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,送垫子 正品 艾威新款豪华电动跑步机/艾威TR5510坡度升降 多功能,首页>运动户外>健身器材>跑步机>送垫子正品艾威新款豪华电动跑步机...,苏宁,艾威						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,凯仕乐(国际品牌) KSR-08 奢华零重力太空舱按摩椅 下单立减2000 红色,家用电器>个护健康>按摩椅>凯仕乐（Kasrrow）>凯仕乐(国际品牌) KSR-08 奢华...,京东商城,凯仕乐Kasrrow							
1011004007,家用电器|个护保健|按摩椅,凯仕乐（Kasrrow）豪华多功能按摩椅KSR-618,生活电器 厨卫电器>按摩椅>凯仕乐（Kasrrow）>凯仕乐（Kasrrow）豪华多功能按摩椅KSR-618,国美电器网上商城,凯仕乐（Kasrrow）							
1011004007,家用电器|个护保健|按摩椅,好家庭 TST自发电立式健身车豪华商务家用健身车7020,运动健康>运动器械>健身器械>优仕达>好家庭 TST自发电立式健身车豪华商务家...,京东商城,好家庭旗舰店						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,DYACO 美国岱宇 FT360 家用豪华跑步机 跑带加宽51CM 专利避震 静音可折叠电动跑步机 全国联保,运动户外休闲 > 健身、训练 > 有氧健身器械 > 跑步机,亚马逊(卓越网),Dyaco 美国岱宇						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,凯仕乐(Kasrrow)KSR-360豪华零重力多功能按摩椅(黑红色),家用电器 > 个人护理 > 按摩器,当当网,凯仕乐							
1011004007,家用电器|个护保健|按摩椅,松下（Panasonic）MA01按摩椅（附赠松下活动计量器）,健康医疗>按摩器具>松下（Panasonic）>松下（Panasonic）MA01按摩椅（附赠松下活动计量器）,国美电器网上商城,							
1011004007,家用电器|个护保健|按摩椅,台湾进口台湾督洋 TC-800零重力4D按摩椅豪华原装正品 家用豪华按摩椅(黑色),生活电器 厨卫电器>按摩椅>督洋>台湾进口台湾督洋 TC-800零重力4D按摩椅豪华原装正品 家用豪华按摩椅(黑色),国美,督洋							
1011004007,家用电器|个护保健|按摩椅,康祥 KX-2000A 家用多功能电动跑步机 豪华免装型家用跑步机,运动户外休闲 > 健身、训练 > 有氧健身器械 > 跑步机,亚马逊(卓越网),康祥 KX-2000A						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,Shouken 松研 A6L 按摩椅 按摩沙发 高级音感 按摩椅,小家电 > 个人护理电器 > 电动按摩器,亚马逊(卓越网),松研							
1011004007,家用电器|个护保健|按摩椅,高奔 G-9800 多功能 豪华电动跑步机 多功能家用跑步机电动特价迷你正品,运动户外休闲/类别/健身\训练/有氧健身器械/跑步机,亚马逊(卓越网),高奔						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,龙业 35型欧式窗帘单杆豪华支架套装 LY-35THRR-3.4 欧式滑轮轨道可通拉易与家具搭配 限北京(红胡桃色),家装建材?>?五金工具?>?家用五金?>?龙业?35型欧式窗帘单杆豪华支架套装?LY-35THRR-3.4?欧式滑轮轨道...,当当网,龙业						1019001012	家居家装|家纺|窗帘、窗纱、门帘
1011004007,家用电器|个护保健|按摩椅,GB4706.100-2009家用和类似用途电器的安全多功能淋浴房的特殊要求 [平装],图书 > 辞典与工具书 > 标准 > 其他国家标准,亚马逊(卓越网),中华人民共和国国家质量监督检验检疫总局、中国国家标						1025002007	出版物|电子书|生活
1011004007,家用电器|个护保健|按摩椅,按摩椅 西班牙BH按摩椅BH-M750正品 上门安装,当当网 > 营养/保健/成人 > 居家理疗 > 按摩保健,当当网,BH							
1011004007,家用电器|个护保健|按摩椅,凯仕乐(国际品牌) KSR-S93 多功能按摩椅 钻石1精致版 优雅红,家用电器>个护健康>按摩椅>凯仕乐（Kasrrow）>凯仕乐(国际品牌) KSR-S93 多功...,京东商城,凯仕乐Kasrrow							
1011004007,家用电器|个护保健|按摩椅,3台优惠价2,所有分类>大小家电、厨电、汽车>个护健康>按摩椅>Osim>3台优惠价2,1号店,Osim							
1011004007,家用电器|个护保健|按摩椅,台湾督洋（Tokuyo）按摩椅 TC-626 V型臀感零重力 红色,家用电器>个护健康>按摩椅>督洋（TOKUYO）>台湾督洋（Tokuyo）按摩椅 TC-6...,京东商城,松下健康电器专营店							
1011004007,家用电器|个护保健|按摩椅,永辉多功能家用护理床C04,营养/保健/成人?>?康复护理?>?理疗器械?>?商品详情,当当网,永辉						1019006003	家居家装|家具|床
1011004007,家用电器|个护保健|按摩椅,开普特单人站综合训练机器 KP-115FC多功能家用力量健身器材,运动健康>运动器械>健身器械>开普特单人站综合训练机器 KP-115F...,京东商城,帅昂健身						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,BEIZ 贝珍BZ-6401电动轮椅 无刷永磁电机 电磁刹车 残疾人老年人代步车 顺丰速运,首页>厨卫电器生活电器>个护健康>电动按摩椅/沙发>BEIZ贝珍BZ-6401电动轮椅...,苏宁,BEIZ							
1011004007,家用电器|个护保健|按摩椅,司达康 太空舱按摩椅A07B 咖啡色,运动健康>保健器械>养生器械>司达康>司达康 太空舱按摩椅A07B 咖啡色,京东商城,民生健康							
1011004007,家用电器|个护保健|按摩椅,怡禾康按摩椅豪华按摩椅子腰部脚部加热椅子 YH-3366 米色,家用电器>个护健康>按摩椅>怡禾康>怡禾康按摩椅豪华按摩椅子腰部脚部加热椅子...,京东商城,健力士							
1011004007,家用电器|个护保健|按摩椅,喜来康微电脑豪华按摩床垫(单)DJL-2018(I),当当网 > 家用电器 > 生活电器 > 其它,当当网,喜来康							
1011004007,家用电器|个护保健|按摩椅,盛步 仰卧板 豪华加厚加大多功能仰卧起坐板腹肌板 健身训练健腹板 瘦腰收腹机 健腹器K11 蓝色,运动户外>健身训练>仰卧板/收腹机>盛步（Shengbu）>盛步 仰卧板 豪华加厚加大多功能仰卧起坐...,京东商城,越驰运动专营店						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,TIANLUNZHILE/天伦之乐 天伦之乐按摩椅TL-803 豪华型全身多功能机械手自动按摩 气压按摩,所有分类>大小家电、厨电、汽车>个护健康>按摩椅>TIANLUNZHILE/天伦之乐>TIANLUNZHI...,1号店,TIANLUNZHILE/天伦之乐							
1011004007,家用电器|个护保健|按摩椅,松下F-PXC50C-W空气净化器 适用面积60㎡ nanoe细微水离子处理技术,家用电器>个护健康>按摩椅>松下（Panasonic）>松下F-PXC50C-W空气净化器 适用...,京东商城,松下健康电器专营店							
1011004007,家用电器|个护保健|按摩椅,万年青WNQ 家用仰卧起坐多功能 美腰腹肌板918D,运动健康>运动器械>健身器械>万年青>万年青WNQ 家用仰卧起坐多功能 美...,京东商城,珍康国际体育用品						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,MB1200(整机原装进口)按摩椅MB1200(整机原装进口)按摩椅,当当网 > 运动户外 > 运动器材 > 其他,当当网,BH							
1011004007,家用电器|个护保健|按摩椅,百瑞康（PEREGON) ES3200 豪华电动三轮代步车 （黑色） 黑色 10寸,运动健康>保健器械>康复辅助>百瑞康（PEREGON) ES3200 ...,京东商城,捷奥比旗舰店						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,H&3 玫红包边百变魔术家用多功能三孔浴巾,首页?>?H&3家居用品专场?>?玫红包边百变魔术家用多功能三孔浴巾,唯品会,无						1019003005	家居家装|生活日用|洗晒用品
1011004007,家用电器|个护保健|按摩椅,电脑双路输出电子针灸治疗仪蓝屏夜光家用多功能数码经络治疗仪健康使者舒梅款针灸数码经络按摩仪,营养保健>保健器械>中医保健> 京佳威>电脑双路输出电子针灸治疗仪蓝屏夜光家用多...,京东商城,京佳威保健器械专营店						1011005004	家用电器|五金家装|仪器仪表
1011004007,家用电器|个护保健|按摩椅,Aolida 奥利达 DLK-C002 收纳式按摩沙发,个护健康 > 按摩器械 > 按摩椅 ,亚马逊(卓越网),Aolida 奥利达							
1011004007,家用电器|个护保健|按摩椅,康本龙 多功能温热中低频治疗仪HL-Y2A型 家用治疗颈椎肩周炎包邮,康本龙>康本龙 多功能温热中低频治疗仪HL-Y2A型 家用治疗颈椎肩周炎包邮,国美电器网上商城,康本龙						1011005004	家用电器|五金家装|仪器仪表
1011004007,家用电器|个护保健|按摩椅,双马蔬菜处理器A350多功能食物处理器/切菜器/蛋清器/搅拌器(清洗、脱水、搅拌、切片),家用/类别/家居/家居清洁/清洁工具/刷子,亚马逊(卓越网),双马						1019005003	家居家装|清洁用品|清洁工具
1011004007,家用电器|个护保健|按摩椅,H&3 黑色家用多功能磨刀器,首页?>?H&3家居用品专场?>?黑色家用多功能磨刀器,唯品会,无						1007003005	厨具|刀、剪、菜板|刀具配件
1011004007,家用电器|个护保健|按摩椅,益步ELBOO多功能仰卧板 健腹板 健腹椅 腹肌板 家用健身器材EO-1003B,益步>益步ELBOO多功能仰卧板 健腹板 健腹椅 腹肌板 家用健身器材EO-1003B,国美,益步						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,汇祥跑步机HX-0910AS 家用跑步机 多功能 仰卧起坐 甩腰放松 豪华电动跑步机,运动户外休闲 > 健身、训练 > 有氧健身器械 > 跑步机,亚马逊(卓越网),汇祥						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,凯仕乐（Kasrrow）KSR-S920摇摆奢华按摩椅 黑色,生活电器 厨卫电器>按摩椅>凯仕乐（Kasrrow）>凯仕乐（Kasrrow）KSR-S920摇摆奢华按摩椅 黑色,国美,凯仕乐（Kasrrow）							
1011004007,家用电器|个护保健|按摩椅,Kasrrow 凯仕乐(国际品牌) KSR-S86（卡其色） 白金版 豪华多功能太空椅 按摩手臂超宽设计 自动人体检查 智能电动按摩椅,个护健康 > 按摩器械 > 按摩椅,亚马逊(卓越网),Kasrrow 凯仕乐							
1011004007,家用电器|个护保健|按摩椅,为尔康正品GM9380多功能力量综合训练器 单人站家用健身器材,运动健康>运动器械>健身器械>为尔康>为尔康正品GM9380多功能力量综合训练...,京东商城,						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,靓洁饰五金309欧式象牙白真金移门橱门抽屉青古红古豪华拉手 309象牙白96 孔距96mm,家装建材>五金工具>家用五金>靓洁饰（ljs）>靓洁饰五金309欧式象牙白真金移门橱门抽...,京东商城,靓洁饰五金家居						1019007014	家居家装|建材|门用配件
1011004007,家用电器|个护保健|按摩椅,原装正品 台湾迪捷RE11豪华家用椭圆机 太空漫步机 家用健身器材,首页>运动户外>健身器材>更多大型健身器械>原装正品台湾迪捷RE11豪华家用椭...,苏宁,迪捷						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,司达康 全身按摩椅 家用豪华多功能按摩椅 推拿颈腰背脚部按摩沙发 S01 红色,家用电器>个护健康>按摩椅> 司达康>司达康 全身按摩椅 家用豪华多功能按摩椅...,京东商城,司达康旗舰店							
1011004007,家用电器|个护保健|按摩椅,健力士按摩椅豪华按摩椅子 JLS-838-3,家用电器>个护健康>按摩椅>健力士>健力士按摩椅豪华按摩椅子 JLS-838...,京东商城,健力士							
1011004007,家用电器|个护保健|按摩椅,艾威银冰GM6560 家用多功能综合训练器,运动户外>健身器械>艾威>艾威银冰GM6560 家用多功能综合训练器,国美电器网上商城,艾威						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,澳瑞特JS-5063豪华电动跑步机家用 静音 折叠 50cm超宽跑道,运动健康>运动器械>健身器械>澳瑞特（Orient）>澳瑞特JS-5063豪华电动跑步机家用 ...,京东商城,澳瑞特健身器材旗舰店						1005004014	健康运动、户外|体育娱乐、健身|跑步机、大型健身设备
1011004007,家用电器|个护保健|按摩椅,家用多功能楼梯凳 书房楼梯+凳子相结合 图书馆 实验室 安装必备,家具建材>凳类>品生美>家用多功能楼梯凳 书房楼梯+凳子相结合 图书馆 实验室 安装必备,国美电器网上商城,品生美家居旗舰店							
1011004007,家用电器|个护保健|按摩椅,正品小白熊 多功能家用暖奶器/恒温器/辅食加热器 0607升级版HL-0803,母婴用品?>?喂养用品?>?暖奶/消毒?>?商品详情,当当网,小白熊						1015004004	母婴童|喂养用品|暖奶器、消毒锅
1011004007,家用电器|个护保健|按摩椅,台湾必翔电动代步车TE-889XLFC型 豪华加速款 外壳防水 防锈 特殊防震设计 老人/残疾人代步车,其他 > 其他,亚马逊(卓越网),必翔							
1011004007,家用电器|个护保健|按摩椅,澳玛仕OMS-6900豪华太空舱按摩椅零重力按摩椅沙发 全身按摩椅,首页>厨卫电器生活电器>个护健康>电动按摩椅/沙发>澳玛仕OMS-6900豪华太空舱按摩...,苏宁,澳玛仕							
1011004007,家用电器|个护保健|按摩椅,台湾督洋 TC-330多功能按摩椅颈肩腰椎背部加热功能家用电动全身按摩椅,生活电器 厨卫电器>按摩椅>督洋>台湾督洋 TC-330多功能按摩椅颈肩腰椎背部加热功能家用电动全身按摩椅,国美电器网上商城,督洋
1011004007,家用电器|个护保健|按摩椅,VERTU威途 V12太空舱按摩椅 真3D豪华多功能全身音乐按摩椅 惊艳贵族红,家用电器>个护健康>按摩椅>威途（vertu)>VERTU威途 V12太空舱按摩椅 真3...,京东商城,赢丰家电馆
1011004007,家用电器|个护保健|按摩椅,台湾督洋（Tokuyo）按摩椅 TC-470 臀感按摩 米色,家用电器>个护健康>按摩椅>督洋（TOKUYO）>台湾督洋（Tokuyo）按摩椅 TC-4...,京东商城,松下健康电器专营店
1011004007,家用电器|个护保健|按摩椅,凯仕乐(国际品牌) 小天使Z09DL 豪华多功能按摩椅 红色,家用电器>个护健康>按摩椅>凯仕乐（Kasrrow）>凯仕乐(国际品牌) 小天使Z09DL 豪...,京东商城,凯仕乐Kasrrow
